fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
2976,Mikhail Morozov,Package,"Mikhail Morozov ""Package""",29,male,Russia,177,Welterweight,77.1,Vanguard Mixed Martial Arts,Balanced,southpaw,left,Showman,Gatekeeper,Fragile - fades under pressure,39,40,41,42,45,34,43,49,44,41,41,37,43,41,48,41,43,47,45,50,44,50,50,45,43,39,43.3,44,49.1,56,54,64,56,42,80,46,54,49,46,47,51,77,74,46,49,47,55,49,54,5,14,0,19,0.263,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"There's a ceiling on what Mikhail Morozov can do, and it tends to show up right when a fight starts to matter. Opponents tend to game-plan around the ability to change gameplans on the fly first — raw physical strength is what usually catches them out anyway. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Professionally, Mikhail Morozov is 5-14 through 19 fights. Fights on the regional circuit, usually across from someone trying to climb past this level.",54.4,62,,stalled_journeyman
2977,Olga Egorov,The Test,"Olga Egorov ""The Test""",27,female,Russia,168,Atomweight,47.6,Valley MMA,Balanced,southpaw,right,Methodical,Gatekeeper,Steady/Balanced,50,46,37,37,41,44,51,39,46,45,42,48,46,42,43,49,51,54,52,54,47,41,42,46,51,46,45.8,51,58.2,52,68,40,61,76,56,74,54,53,48,45,50,48,57,45,70,47,64,52,45,12,9,0,21,0.571,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Olga Egorov is the kind of Atomweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Opponents tend to game-plan around scrambling that turns bad spots good first — fence-wrestling that wears opponents down is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Olga Egorov is 12-9 through 21 fights. A reliable measuring-stick fight for whoever's moving up next.",56.9,69,0.444,(none - fallback used)
2978,Anastasia Sorokin,Total All-Rounder,"Anastasia Sorokin ""Total All-Rounder""",22,female,Russia,171,Bantamweight,61.2,Bushi Conditioning,Balanced,orthodox,right,Showman,Unproven,Fragile - fades under pressure,51,49,51,52,44,44,48,52,47,54,42,47,51,50,49,42,48,50,48,49,53,52,48,55,62,50,49.5,61,51.5,60,54,68,60,44,71,52,52,49,47,53,51,76,73,54,45,51,50,52,55,0,1,0,1,0.0,P8,Tier3_Regional,Minimal - record only,"Early returns on Anastasia Sorokin are mixed — moments of real promise, undercut by nights where things fall apart fast. Opponents tend to game-plan around constant danger on the ground first — explosive first-step speed is what usually catches them out anyway. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. 0-1. A short professional résumé so far, at 1 fight. Too early to know what this career becomes.",49.4,49,0.667,coinflip_early_career
2979,Timur Makarov,The Wall,"Timur Makarov ""The Wall""",31,male,Russia,176,Featherweight,65.8,Dragon Martial Arts,Counter-Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,57,69,45,57,64,56,49,29,54,27,30,52,42,34,32,26,36,39,75,57,53,44,50,50,52,50,47.3,50,54.5,45,61,47,57,76,40,75,53,46,49,48,50,53,45,52,51,45,53,55,55,6,12,0,18,0.333,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Timur Makarov is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with elusive head movement, backed up by genuine one-punch power. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 6-12 in 18 fights tells most of the story. Fights on the regional circuit, usually across from someone trying to climb past this level.",51.7,60,,unspectacular_filler
2980,Artem Borisov,The Anvil,"Artem Borisov ""The Anvil""",25,male,Russia,178,Lightweight,70.3,Apex Fight Team,Wrestler,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,44,52,42,38,41,42,59,77,60,53,53,56,50,59,79,48,72,63,54,52,52,67,50,46,48,57,54.4,55,59.6,47,68,41,51,73,31,67,50,51,52,53,50,44,28,46,87,55,59,50,54,7,5,0,12,0.583,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Artem Borisov lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Raw physical strength is the calling card, with a wrestler's knack for putting people on the mat not far behind. Discipline and a refusal to have a bad camp go to waste have carried Artem Borisov further than raw ability ever would have. Professionally, Artem Borisov is 7-5 through 12 fights. A reliable measuring-stick fight for whoever's moving up next.",55.2,55,0.692,(none - fallback used)
2981,Alla Belov,Heavy Ground Zero,"Alla Belov ""Heavy Ground Zero""",28,female,Russia,161,Atomweight,47.6,Independent camp,Grappler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,42,44,35,46,32,38,59,61,56,77,71,49,55,67,63,71,54,67,64,59,44,55,55,55,60,53,55.1,56,58.8,42,70,50,71,78,45,73,46,51,52,54,45,46,49,55,49,49,50,53,52,9,9,0,18,0.5,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"What Alla Belov lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Constant danger on the ground is the calling card, with an active, dangerous guard not far behind. Discipline and a refusal to have a bad camp go to waste have carried Alla Belov further than raw ability ever would have. Professionally, Alla Belov is 9-9 through 18 fights. A reliable measuring-stick fight for whoever's moving up next.",58.8,86,,crowd_favorite_gatekeeper
2982,Raymond Sanchez,Engine,"Raymond Sanchez ""Engine""",30,male,Canada,172,Flyweight,56.7,Martial Fight Team,Wrestler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,53,43,35,46,44,48,60,89,70,53,54,51,63,66,76,46,73,67,52,57,61,70,59,49,60,57,57.8,58,56.4,47,78,44,58,78,45,69,53,54,49,55,45,46,52,45,51,47,46,53,49,11,13,0,24,0.458,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Raymond Sanchez is the kind of Flyweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Suffocating top position is the calling card, with fence-wrestling that wears opponents down not far behind. Raymond Sanchez isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 11-13 across 24 professional fights. A reliable measuring-stick fight for whoever's moving up next.",57.8,70,,stalled_journeyman
2983,Ivan Ozerov,Wildman,"Ivan Ozerov ""Wildman""",42,male,Russia,184,Middleweight,83.9,Apex Dojo,Brawler,orthodox,right,Showman,Fringe,Fragile - fades under pressure,58,39,38,36,32,31,38,31,35,30,39,43,35,46,35,34,34,37,37,32,35,45,60,22,34,38,37.5,47,51.5,63,59,70,60,40,74,50,49,45,53,49,51,73,73,50,50,45,55,55,48,4,38,4,46,0.087,P6,Tier3_Regional,Minimal - record only,"Ivan Ozerov has struggled to find footing at Middleweight, and the results have followed — outclassed more nights than not. Opponents tend to game-plan around raw physical strength first — defensive discipline in tight spaces is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. 4-38-4 in 46 fights tells most of the story. Fights on the regional circuit, taking whatever bouts are offered.",41.4,41,,(none - fallback used)
2984,Xin Liu,The All-Around Toolbox,"Xin Liu ""The All-Around Toolbox""",24,male,China,184,Featherweight,65.8,Hammer Combat,Balanced,orthodox,left,Methodical,Fringe,Steady/Balanced,37,36,36,35,34,32,38,42,32,38,36,35,39,37,38,40,35,37,37,32,40,39,40,40,36,35,36.8,47,57.6,49,61,40,64,71,49,74,45,47,46,55,49,45,51,55,65,49,63,51,45,0,3,0,3,0.0,P7,Tier3_Regional,Minimal - record only,"Xin Liu is the kind of fighter who fills out a card on the regional circuit — not a contender, but not nothing either. An active, dangerous guard is the calling card, with explosive first-step speed not far behind. Xin Liu isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Xin Liu is 0-3 through 3 fights. A regular presence on regional cards, rarely a headliner.",52.7,56,0.333,(none - fallback used)
2985,Viktor Petrov,Mat King,"Viktor Petrov ""Mat King""",43,male,Russia,193,Light Heavyweight,93.0,Coastal Mixed Martial Arts,Wrestler,switch,right,Methodical,DecliningVet,Steady/Balanced,51,57,49,42,43,47,47,85,63,53,62,53,62,65,66,44,69,64,63,59,49,68,49,41,45,47,55.5,64,58.0,48,67,41,58,74,42,78,45,54,52,54,54,46,53,53,51,51,50,45,47,30,46,3,79,0.38,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Viktor Petrov has been around long enough to have a signature win and a signature loss — the Light Heavyweight division has mostly moved on since. Fence-wrestling that wears opponents down is the calling card, with a wrestler's knack for putting people on the mat not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 30-46-3 in 79 fights tells most of the story. Retirement talk follows, quietly, after every loss now.",58.0,69,0.359,veteran_gatekeeper
2986,Sabrina Serra,Grinder,"Sabrina Serra ""Grinder""",27,female,Brazil,165,Strawweight,52.2,Harbor Combat,Grappler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,42,45,42,43,35,46,55,52,55,60,58,46,61,57,55,65,57,63,44,53,52,57,54,54,56,47,52.1,52,58.4,44,78,46,50,75,42,69,53,49,45,50,45,53,47,55,67,54,61,46,45,4,4,0,8,0.5,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Sabrina Serra isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. The gameplan usually starts with control against the fence, backed up by an active, dangerous guard. Discipline and a refusal to have a bad camp go to waste have carried Sabrina Serra further than raw ability ever would have. 4-4 in 8 fights tells most of the story. Fights in the deepest, most dangerous division there is, usually across from someone trying to climb past this level.",55.8,63,0.556,(none - fallback used)
2987,Jae-hwan Choi,Sniper Marksman,"Jae-hwan Choi ""Sniper Marksman""",28,male,South Korea,171,Featherweight,65.8,NextGen Training Center,Striker,orthodox,right,Calm,Gatekeeper,Steady/Balanced,62,58,59,56,67,57,45,39,41,32,40,52,45,44,32,35,51,39,57,52,59,57,54,52,51,54,49.6,52,55.1,40,75,44,53,77,45,69,45,47,50,48,46,52,45,53,46,48,52,53,54,7,9,0,16,0.438,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jae-hwan Choi is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with explosive first-step speed, backed up by kicks that change a stance permanently. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Jae-hwan Choi is 7-9 through 16 fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",51.1,66,0.6,crowd_pleaser_not_titles
2988,Ivan Sokolov,The Anchor,"Ivan Sokolov ""The Anchor""",27,male,Russia,160,Featherweight,65.8,Samurai Combat,Grappler,orthodox,left,Aggressive,Gatekeeper,Steady/Balanced,32,35,30,38,28,34,31,57,39,52,55,38,46,46,50,59,35,68,40,41,36,44,34,41,46,41,42.2,45,53.9,79,41,66,73,31,53,52,50,50,48,48,55,47,54,50,68,49,57,46,50,7,9,0,16,0.438,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Ivan Sokolov is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with scrambling that turns bad spots good, backed up by an active, dangerous guard. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 7-9 in 16 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",50.8,46,0.857,(none - fallback used)
2989,Yaroslav Mikhailov,Sniper Finisher,"Yaroslav Mikhailov ""Sniper Finisher""",31,male,Russia,171,Welterweight,77.1,Apex Dojo,Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,59,58,57,51,58,50,46,24,33,27,33,42,33,32,35,32,27,38,61,47,48,43,47,39,45,36,42.3,44,55.4,45,63,46,64,79,42,70,54,45,45,52,45,50,47,52,50,54,46,52,53,11,10,0,21,0.524,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Yaroslav Mikhailov is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. A scary-accurate jab is the calling card, with elusive head movement not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 11-10 across 21 professional fights. Fights on the regional circuit, usually across from someone trying to climb past this level.",50.4,65,,stalled_journeyman
2990,Boris Zakharov,Package,"Boris Zakharov ""Package""",30,male,Dagestan,182,Light Heavyweight,93.0,Honor Fight Team,Balanced,southpaw,right,Showman,Gatekeeper,Fragile - fades under pressure,56,52,46,50,44,48,42,54,50,54,56,46,48,54,46,50,52,52,60,52,52,52,50,54,56,50,51.0,51,50.4,59,46,66,64,37,76,45,46,49,51,46,48,75,71,47,52,49,51,49,54,8,9,0,17,0.471,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Boris Zakharov shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. The gameplan usually starts with a scramble instinct that survives bad positions, backed up by genuine one-punch power. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Professionally, Boris Zakharov is 8-9 through 17 fights. A reliable measuring-stick fight for whoever's moving up next.",54.5,59,0.684,record_leads_no_title
2991,Roman Lebedev,Plowhorse,"Roman Lebedev ""Plowhorse""",37,male,Russia,176,Featherweight,65.8,Riverside Dojo,Wrestler,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,48,47,43,40,38,44,47,64,62,49,50,50,55,52,77,41,81,46,46,53,47,53,50,28,45,43,50.0,54,56.6,45,68,42,65,70,48,79,53,48,49,54,53,55,45,49,48,47,50,50,46,16,23,0,39,0.41,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Roman Lebedev won't headline a pay-per-view, but every prospect moving up the Featherweight ranks eventually has to get through a fighter like this. Fence-wrestling that wears opponents down is the calling card, with suffocating top position not far behind. Roman Lebedev isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 16-23 across 39 professional fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",54.0,55,0.48,crowd_pleaser_not_titles
2992,Ivan Novikov,Wild Mayhem,"Ivan Novikov ""Wild Mayhem""",34,male,Russia,175,Welterweight,77.1,Spartan Gym,Brawler,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,78,58,60,58,47,53,54,50,61,51,60,64,72,68,53,51,66,52,70,54,55,77,70,51,62,61,59.8,61,61.0,46,80,42,54,73,46,69,54,64,45,45,54,46,49,49,62,65,58,49,46,14,17,0,31,0.452,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Ivan Novikov isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. Opponents tend to game-plan around raw physical strength first — a sharp read of opponents mid-fight is what usually catches them out anyway. Ivan Novikov isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. Professionally, Ivan Novikov is 14-17 through 31 fights. Fights on the regional circuit, usually across from someone trying to climb past this level.",52.8,82,,promotion_needs_tester
2993,Nikita Sokolov,The Relentless Collector,"Nikita Sokolov ""The Relentless Collector""",37,male,Russia,180,Middleweight,83.9,Apex Athletic,Wrestler,southpaw,right,Aggressive,DecliningVet,Steady/Balanced,58,55,42,40,46,45,57,94,65,61,57,53,67,63,80,55,77,73,63,60,52,74,58,41,58,57,59.7,71,54.0,75,39,71,75,31,51,60,52,55,52,55,45,45,55,50,54,47,47,46,47,26,23,3,52,0.5,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"There was a time when Nikita Sokolov felt like a lock for a title run. These days the story is more about staying relevant than climbing back. Raw physical strength is the calling card, with fence-wrestling that wears opponents down not far behind. Nikita Sokolov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Nikita Sokolov is 26-23-3 through 52 fights. Still fighting in a promotion pushing hard to be the next big thing, on what looks like the back half of a long career.",56.5,66,,(none - fallback used)
